,PTID,VISIT,INX_Population,Population,Parent,Count,ParentCount,proportion,INX_Number_Of_Cells,Percent_Sorted
0,PubID_163,V05,Antigen-Specific,/Lymphocytes,root,1156507,2042361,0.566259833594551,,
1,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets,/Lymphocytes,1149228,1156507,0.993706047607148,,
2,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/CD14-CD3+,/Lymphocytes/Singlets,839113,1149228,0.730153633569666,,
3,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/CD14-CD3+/CD19-CD4+,/Lymphocytes/Singlets/CD14-CD3+,693046,839113,0.82592690138277,,
4,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/CD14-CD3+/CD19-CD4+/CXCR5hiPD1hi,/Lymphocytes/Singlets/CD14-CD3+/CD19-CD4+,19521,693046,0.028166961500391,,
5,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-,/Lymphocytes/Singlets,273472,1149228,0.237961483709064,,
6,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+,/Lymphocytes/Singlets/Live|CD14-CD3-,62997,273472,0.23035996372572,,
7,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+,39946,62997,0.634093687000968,,
8,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-/CD20hiCD38hi,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-,16036,39946,0.401441946627948,,
9,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-/CD20hiCD38hi/GT8++noKO,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-/CD20hiCD38hi,974,16036,0.0607383387378399,,
10,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-/CD20hiCD38hi/GT8++noKO/GT8++KO-,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-/CD20hiCD38hi/GT8++noKO,312,974,0.320328542094456,,
11,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+,23050,62997,0.365890439227265,,
12,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+,9006,23050,0.390715835140998,,
13,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/eODKO11-,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi,8355,9006,0.927714856762159,,
14,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/eODKO11-/eODGT8Double+,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/eODKO11-,226,8355,0.027049670855775,201.0,88.94
15,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/GT8++noKO,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi,741,9006,0.0822784810126582,,
16,PubID_163,V05,Antigen-Specific,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/GT8++noKO/GT8++KO-,/Lymphocytes/Singlets/Live|CD14-CD3-/CD19+CD20+/IgD-IgG+/CD20hiCD38hi/GT8++noKO,225,741,0.303643724696356,,
